action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,2996763,[],CHEMBL1039059,Binding affinity to Beta amyloid aggregates in Alzheimer's disease patient brain by competitive binding assay,B,,,BAO_0000192,BAO_0000019,assay format,CNc1ccc(/C=C/c2ccc(OCCCCCCCCCCCCF)cc2)cc1,,,CHEMBL1156120,J Med Chem,2010,"{'bei': '19.74', 'le': '0.37', 'lle': '-0.03', 'sei': '38.22'}",CHEMBL576655,,CHEMBL576655,8.12,0,http://www.openphacts.org/units/Nanomolar,856077,=,1,1,=,,Ki,nM,,7.5,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,7.5
,,2996764,[],CHEMBL1039059,Binding affinity to Beta amyloid aggregates in Alzheimer's disease patient brain by competitive binding assay,B,,,BAO_0000192,BAO_0000019,assay format,CNc1ccc(/C=C/c2ccc(OCCCCCCCCCCCCCCF)cc2)cc1,,,CHEMBL1156120,J Med Chem,2010,"{'bei': '18.39', 'le': '0.35', 'lle': '-0.84', 'sei': '38.03'}",CHEMBL566917,,CHEMBL566917,8.09,0,http://www.openphacts.org/units/Nanomolar,856110,=,1,1,=,,Ki,nM,,8.2,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,8.2
,,2996765,[],CHEMBL1039059,Binding affinity to Beta amyloid aggregates in Alzheimer's disease patient brain by competitive binding assay,B,,,BAO_0000192,BAO_0000019,assay format,CNc1ccc(/C=C/c2ccc(OCCCCCCCCCCCCCCCCF)cc2)cc1,,,CHEMBL1156120,J Med Chem,2010,"{'bei': '17.20', 'le': '0.32', 'lle': '-1.66', 'sei': '37.84'}",CHEMBL566711,,CHEMBL566711,8.05,0,http://www.openphacts.org/units/Nanomolar,856118,=,1,1,=,,Ki,nM,,9.0,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,9.0
,,2996766,[],CHEMBL1039059,Binding affinity to Beta amyloid aggregates in Alzheimer's disease patient brain by competitive binding assay,B,,,BAO_0000192,BAO_0000019,assay format,CNc1ccc(/C=C/c2ccc(OCCCCCCCCCCCCCCCCCCF)cc2)cc1,,,CHEMBL1156120,J Med Chem,2010,"{'bei': '15.60', 'le': '0.29', 'lle': '-2.76', 'sei': '36.37'}",CHEMBL585301,,CHEMBL585301,7.73,0,http://www.openphacts.org/units/Nanomolar,856078,=,1,1,=,,Ki,nM,,18.5,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,18.5
,,2996767,[],CHEMBL1039059,Binding affinity to Beta amyloid aggregates in Alzheimer's disease patient brain by competitive binding assay,B,,,BAO_0000192,BAO_0000019,assay format,CNc1ccc(/C=C/c2ccc(OCCCCCCCCCCCCCCCCCCCCF)cc2)cc1,,,CHEMBL1156120,J Med Chem,2010,"{'bei': '15.11', 'le': '0.28', 'lle': '-3.36', 'sei': '37.22'}",CHEMBL565658,,CHEMBL565658,7.91,0,http://www.openphacts.org/units/Nanomolar,856088,=,1,1,=,,Ki,nM,,12.2,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,12.2
,,2996768,[],CHEMBL1039059,Binding affinity to Beta amyloid aggregates in Alzheimer's disease patient brain by competitive binding assay,B,,,BAO_0000192,BAO_0000019,assay format,CNc1ccc(/C=C/c2ccc(OCCCCCCCCCCCCCCCCCCCCCCCCF)cc2)cc1,,,CHEMBL1156120,J Med Chem,2010,"{'bei': '12.42', 'le': '0.23', 'lle': '-5.63', 'sei': '33.87'}",CHEMBL570608,,CHEMBL570608,7.20,0,http://www.openphacts.org/units/Nanomolar,856089,=,1,1,=,,Ki,nM,,63.0,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,63.0
,,3110522,[],CHEMBL1064995,Displacement of [125I-N-Methyl-4-(4-bromoanilino)phthalimide from beta-amyloid plaques isolated from Alzheimer's disease patient brain,B,,,BAO_0000192,BAO_0000019,assay format,CN1C(=O)c2ccc(Nc3ccccc3)cc2C1=O,,,CHEMBL1159057,Bioorg Med Chem,2010,"{'bei': '32.18', 'le': '0.58', 'lle': '5.46', 'sei': '16.43'}",CHEMBL610505,,CHEMBL610505,8.12,0,http://www.openphacts.org/units/Nanomolar,883734,=,1,1,=,,Ki,nM,,7.6,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,7.6
,,3110523,[],CHEMBL1064995,Displacement of [125I-N-Methyl-4-(4-bromoanilino)phthalimide from beta-amyloid plaques isolated from Alzheimer's disease patient brain,B,,,BAO_0000192,BAO_0000019,assay format,Cc1ccc(Nc2ccc3c(c2)C(=O)N(C)C3=O)cc1,,,CHEMBL1159057,Bioorg Med Chem,2010,"{'bei': '31.50', 'le': '0.57', 'lle': '5.43', 'sei': '16.97'}",CHEMBL598288,,CHEMBL598288,8.39,0,http://www.openphacts.org/units/Nanomolar,883735,=,1,1,=,,Ki,nM,,4.1,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,4.1
,,3110524,[],CHEMBL1064995,Displacement of [125I-N-Methyl-4-(4-bromoanilino)phthalimide from beta-amyloid plaques isolated from Alzheimer's disease patient brain,B,,,BAO_0000192,BAO_0000019,assay format,CN1C(=O)c2ccc(Nc3ccc(Br)cc3)cc2C1=O,,,CHEMBL1159057,Bioorg Med Chem,2010,"{'bei': '25.43', 'le': '0.57', 'lle': '5.00', 'sei': '17.04'}",CHEMBL598081,,CHEMBL598081,8.42,0,http://www.openphacts.org/units/Nanomolar,883736,=,1,1,=,,Ki,nM,,3.8,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,3.8
,,3110525,[],CHEMBL1064995,Displacement of [125I-N-Methyl-4-(4-bromoanilino)phthalimide from beta-amyloid plaques isolated from Alzheimer's disease patient brain,B,,,BAO_0000192,BAO_0000019,assay format,CN1C(=O)c2ccc(Nc3ccc(I)cc3)cc2C1=O,,,CHEMBL1159057,Bioorg Med Chem,2010,"{'bei': '23.92', 'le': '0.62', 'lle': '5.79', 'sei': '18.31'}",CHEMBL610504,,CHEMBL610504,9.05,0,http://www.openphacts.org/units/Nanomolar,883737,=,1,1,=,,Ki,nM,,0.9,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,0.9
,,3110526,[],CHEMBL1064995,Displacement of [125I-N-Methyl-4-(4-bromoanilino)phthalimide from beta-amyloid plaques isolated from Alzheimer's disease patient brain,B,,,BAO_0000192,BAO_0000019,assay format,COc1ccc(Nc2ccc3c(c2)C(=O)N(C)C3=O)cc1,,,CHEMBL1159057,Bioorg Med Chem,2010,"{'bei': '27.59', 'le': '0.51', 'lle': '5.13', 'sei': '13.28'}",CHEMBL598082,,CHEMBL598082,7.79,0,http://www.openphacts.org/units/Nanomolar,883738,=,1,1,=,,Ki,nM,,16.3,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,16.3
,,3110527,[],CHEMBL1064995,Displacement of [125I-N-Methyl-4-(4-bromoanilino)phthalimide from beta-amyloid plaques isolated from Alzheimer's disease patient brain,B,,,BAO_0000192,BAO_0000019,assay format,CN1C(=O)c2ccc(Nc3ccc(O)cc3)cc2C1=O,,,CHEMBL1159057,Bioorg Med Chem,2010,"{'bei': '28.72', 'le': '0.53', 'lle': '5.35', 'sei': '11.06'}",CHEMBL598083,,CHEMBL598083,7.71,0,http://www.openphacts.org/units/Nanomolar,883739,=,1,1,=,,Ki,nM,,19.7,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,19.7
,,3110556,[],CHEMBL1064995,Displacement of [125I-N-Methyl-4-(4-bromoanilino)phthalimide from beta-amyloid plaques isolated from Alzheimer's disease patient brain,B,,,BAO_0000192,BAO_0000019,assay format,O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21,,,CHEMBL1159057,Bioorg Med Chem,2010,,CHEMBL268868,DAPH,CHEMBL268868,,0,http://www.openphacts.org/units/Nanomolar,883821,>,1,1,>,,Ki,nM,,1000.0,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,1000.0
,,3110557,[],CHEMBL1064995,Displacement of [125I-N-Methyl-4-(4-bromoanilino)phthalimide from beta-amyloid plaques isolated from Alzheimer's disease patient brain,B,,,BAO_0000192,BAO_0000019,assay format,CN1C(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc2C1=O,,,CHEMBL1159057,Bioorg Med Chem,2010,,CHEMBL8036,,CHEMBL8036,,0,http://www.openphacts.org/units/Nanomolar,883822,>,1,1,>,,Ki,nM,,1000.0,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,1000.0
,,5122834,[],CHEMBL1647018,Displacement of [125I]DMIC from Amyloid beta (1 to 42) after 3 hrs by gamma counting,B,,,BAO_0000192,BAO_0000357,single protein format,CN(C)c1ccc(C#CC(=O)c2ccc(I)cc2)cc1,,,CHEMBL1641605,Bioorg Med Chem Lett,2011,"{'bei': '21.91', 'le': '0.56', 'lle': '4.63', 'sei': '40.48'}",CHEMBL1643335,,CHEMBL1643335,8.22,0,http://www.openphacts.org/units/Nanomolar,1318802,=,1,1,=,,Ki,nM,,6.0,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,6.0
,,5122835,[],CHEMBL1647018,Displacement of [125I]DMIC from Amyloid beta (1 to 42) after 3 hrs by gamma counting,B,,,BAO_0000192,BAO_0000357,single protein format,CN(C)c1ccc(C#CC(=O)c2ccc(F)cc2)cc1,,,CHEMBL1641605,Bioorg Med Chem Lett,2011,"{'bei': '28.77', 'le': '0.53', 'lle': '4.56', 'sei': '37.86'}",CHEMBL1643337,,CHEMBL1643337,7.69,0,http://www.openphacts.org/units/Nanomolar,1318804,=,1,1,=,,Ki,nM,,20.4,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,20.4
,,5122836,[],CHEMBL1647018,Displacement of [125I]DMIC from Amyloid beta (1 to 42) after 3 hrs by gamma counting,B,,,BAO_0000192,BAO_0000357,single protein format,COc1ccc(C#CC(=O)c2ccc(I)cc2)cc1,,,CHEMBL1641605,Bioorg Med Chem Lett,2011,"{'bei': '21.71', 'le': '0.57', 'lle': '4.33', 'sei': '29.90'}",CHEMBL1643338,,CHEMBL1643338,7.86,0,http://www.openphacts.org/units/Nanomolar,1318805,=,1,1,=,,Ki,nM,,13.7,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,13.7
,,5122837,[],CHEMBL1647018,Displacement of [125I]DMIC from Amyloid beta (1 to 42) after 3 hrs by gamma counting,B,,,BAO_0000192,BAO_0000357,single protein format,O=C(C#Cc1ccc(O)cc1)c1ccc(I)cc1,,,CHEMBL1641605,Bioorg Med Chem Lett,2011,"{'bei': '18.63', 'le': '0.49', 'lle': '3.26', 'sei': '17.39'}",CHEMBL1643339,,CHEMBL1643339,6.49,0,http://www.openphacts.org/units/Nanomolar,1318806,=,1,1,=,,Ki,nM,,325.8,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,325.8
,,5231640,[],CHEMBL1675410,Displacement of [3H]PiB from human amyloid beta (1-40) at 100 nM after 180 mins by liquid scintillation counter,B,,,BAO_0000192,BAO_0000357,single protein format,CNc1ccc(-c2cn3c(n2)sc2cc(OC)ccc23)cc1,,,CHEMBL1671803,J Med Chem,2011,"{'bei': '27.33', 'le': '0.52', 'lle': '4.19', 'sei': '21.93'}",CHEMBL1671878,,CHEMBL1671878,8.46,0,http://www.openphacts.org/units/Nanomolar,1331410,=,1,1,=,,Ki,nM,,3.5,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,3.5
,,6199912,[],CHEMBL1775602,Displacement of [125I]TZDM from amyloid beta (1 to 42) aggregates in Alzheimer's disease-human brain homogenate after 3 hrs by gamma counting,B,,,BAO_0000192,BAO_0000221,tissue-based format,Nc1ccc(-c2nc3ccc(F)cc3s2)cc1,,,CHEMBL1773063,Bioorg Med Chem,2011,"{'bei': '31.04', 'le': '0.61', 'lle': '3.90', 'sei': '19.49'}",CHEMBL284575,,CHEMBL284575,7.58,0,http://www.openphacts.org/units/Nanomolar,1422662,=,1,1,=,,Ki,nM,,26.2,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,26.2
,,6199913,[],CHEMBL1775602,Displacement of [125I]TZDM from amyloid beta (1 to 42) aggregates in Alzheimer's disease-human brain homogenate after 3 hrs by gamma counting,B,,,BAO_0000192,BAO_0000221,tissue-based format,CNc1ccc(-c2nc3ccc(F)cc3s2)cc1,,,CHEMBL1773063,Bioorg Med Chem,2011,"{'bei': '31.97', 'le': '0.63', 'lle': '4.12', 'sei': '33.14'}",CHEMBL1774642,,CHEMBL1774642,8.26,0,http://www.openphacts.org/units/Nanomolar,1422663,=,1,1,=,,Ki,nM,,5.5,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,5.5
,,6199915,[],CHEMBL1775602,Displacement of [125I]TZDM from amyloid beta (1 to 42) aggregates in Alzheimer's disease-human brain homogenate after 3 hrs by gamma counting,B,,,BAO_0000192,BAO_0000221,tissue-based format,CN(C)c1ccc(-c2nc3ccc(F)cc3s2)cc1,,,CHEMBL1773063,Bioorg Med Chem,2011,"{'bei': '30.22', 'le': '0.59', 'lle': '4.06', 'sei': '51.02'}",CHEMBL1774643,,CHEMBL1774643,8.23,0,http://www.openphacts.org/units/Nanomolar,1422664,=,1,1,=,,Ki,nM,,5.9,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,5.9
,,10851288,[],CHEMBL2019992,Displacement of [3H]Pittsburgh compound B from human Abeta1-42 after 3 hrs by liquid scintillation counting,B,,,BAO_0000192,BAO_0000019,assay format,CNc1ccc(-c2cn3c(n2)sc2cc(OCC[18F])ccc23)cc1,,,CHEMBL2016463,ACS Med Chem Lett,2011,"{'bei': '24.88', 'le': '0.48', 'lle': '3.88', 'sei': '22.03'}",CHEMBL2017621,,CHEMBL2068862,8.49,0,http://www.openphacts.org/units/Nanomolar,1635213,=,1,1,=,,Ki,nM,,3.2,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,3.2
,,10926188,[],CHEMBL2045349,Displacement of [18F]-amyvid from amyloid-beta aggregates in alzheimer's disease patient brain homogenates after 1 hr,B,,,BAO_0000192,BAO_0000221,tissue-based format,CNc1ccc(/C=C/c2ccc(OCCOCCOCCOCCn3cc(COCC(COCCOCCOCCF)(COCc4cn(CCOCCOCCOCCOc5ccc(/C=C/c6ccc(NC)cc6)cn5)nn4)COCc4cn(CCOCCOCCOCCOc5ccc(/C=C/c6ccc(NC)cc6)cn5)nn4)nn3)nc2)cc1,,,CHEMBL2040779,J Med Chem,2011,"{'bei': '3.80', 'le': None, 'lle': None, 'sei': None}",CHEMBL2042247,,CHEMBL2042247,6.33,0,http://www.openphacts.org/units/Nanomolar,1649869,=,1,1,=,,Ki,nM,,468.0,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,468.0
,,10926189,[],CHEMBL2045349,Displacement of [18F]-amyvid from amyloid-beta aggregates in alzheimer's disease patient brain homogenates after 1 hr,B,,,BAO_0000192,BAO_0000221,tissue-based format,CNc1ccc(/C=C/c2ccc(OCCOCCOCCOCCNC(=O)CN(CC(=O)NCCOCCOCCOCCOc3ccc(/C=C/c4ccc(NC)cc4)cn3)C(=O)COCCOCCOCCF)nc2)cc1,,,CHEMBL2040779,J Med Chem,2011,"{'bei': '6.54', 'le': None, 'lle': None, 'sei': None}",CHEMBL2042246,,CHEMBL2042246,7.15,0,http://www.openphacts.org/units/Nanomolar,1649868,=,1,1,=,,Ki,nM,,71.2,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,71.2
,,10926224,[],CHEMBL2045349,Displacement of [18F]-amyvid from amyloid-beta aggregates in alzheimer's disease patient brain homogenates after 1 hr,B,,,BAO_0000192,BAO_0000221,tissue-based format,CN(C(=O)OC(C)(C)C)c1ccc(/C=C/c2ccc(OCCOCCOCCOCCOCC(COCCOCCOCCOCCOc3ccc(/C=C/c4ccc(N(C)C(=O)OC(C)(C)C)cc4)cn3)OCCF)nc2)cc1,,,CHEMBL2040779,J Med Chem,2011,,CHEMBL2042248,,CHEMBL2042248,,0,http://www.openphacts.org/units/Nanomolar,1649870,>,1,1,>,,Ki,nM,,1000.0,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,1000.0
,,10926226,[],CHEMBL2045349,Displacement of [18F]-amyvid from amyloid-beta aggregates in alzheimer's disease patient brain homogenates after 1 hr,B,,,BAO_0000192,BAO_0000221,tissue-based format,CNc1ccc(/C=C/c2ccc(OCCOCCOCC[18F])cc2)cc1,,,CHEMBL2040779,J Med Chem,2011,"{'bei': '24.08', 'le': '0.45', 'lle': '4.37', 'sei': '21.79'}",CHEMBL566752,FLORBETABEN F18,CHEMBL1908906,8.65,1,http://www.openphacts.org/units/Nanomolar,1649710,=,1,1,=,,Ki,nM,,2.22,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,2.22
,,10926244,[],CHEMBL2045349,Displacement of [18F]-amyvid from amyloid-beta aggregates in alzheimer's disease patient brain homogenates after 1 hr,B,,,BAO_0000192,BAO_0000221,tissue-based format,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1[18F],,,CHEMBL2040779,J Med Chem,2011,"{'bei': '33.29', 'le': '0.66', 'lle': '5.28', 'sei': '20.22'}",CHEMBL2042122,FLUTEMETAMOL F 18,CHEMBL579205,9.13,0,http://www.openphacts.org/units/Nanomolar,1649712,=,1,1,=,,Ki,nM,,0.74,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,0.74
,,10926245,[],CHEMBL2045349,Displacement of [18F]-amyvid from amyloid-beta aggregates in alzheimer's disease patient brain homogenates after 1 hr,B,,,BAO_0000192,BAO_0000221,tissue-based format,CNc1ccc(-c2nc3ccc(O)cc3s2)c([18F])n1,,,CHEMBL2040779,J Med Chem,2011,"{'bei': '31.38', 'le': '0.62', 'lle': '5.40', 'sei': '14.88'}",CHEMBL2042123,,CHEMBL2048306,8.64,0,http://www.openphacts.org/units/Nanomolar,1649713,=,1,1,=,,Ki,nM,,2.3,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,2.3
,,10926246,[],CHEMBL2045349,Displacement of [18F]-amyvid from amyloid-beta aggregates in alzheimer's disease patient brain homogenates after 1 hr,B,,,BAO_0000192,BAO_0000221,tissue-based format,CNc1ccc(/C=C/c2ccc(OCCOCCOCCOCCOCC(COCCOCCOCCOCCOc3ccc(/C=C/c4ccc(NC)cc4)cn3)OCCF)nc2)cc1,,,CHEMBL2040779,J Med Chem,2011,"{'bei': '9.36', 'le': '0.18', 'lle': '1.64', 'sei': '5.61'}",CHEMBL2042124,,CHEMBL2042124,8.49,0,http://www.openphacts.org/units/Nanomolar,1649714,=,1,1,=,,Ki,nM,,3.24,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,3.24
,,10926247,[],CHEMBL2045349,Displacement of [18F]-amyvid from amyloid-beta aggregates in alzheimer's disease patient brain homogenates after 1 hr,B,,,BAO_0000192,BAO_0000221,tissue-based format,CNc1ccc(/C=C/c2ccc(OCCOCCOCCOCCOCCOCC(COCCOCCOCCOCCOCCOc3ccc(/C=C/c4ccc(NC)cc4)cn3)OCCF)nc2)cc1,,,CHEMBL2040779,J Med Chem,2011,"{'bei': '8.15', 'le': '0.16', 'lle': '1.23', 'sei': '4.78'}",CHEMBL2042125,,CHEMBL2042125,8.11,0,http://www.openphacts.org/units/Nanomolar,1649715,=,1,1,=,,Ki,nM,,7.71,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,7.71
,,10926248,[],CHEMBL2045349,Displacement of [18F]-amyvid from amyloid-beta aggregates in alzheimer's disease patient brain homogenates after 1 hr,B,,,BAO_0000192,BAO_0000221,tissue-based format,CNc1ccc(/C=C/c2ccc(OCCOCCOCCOCCOCCOCCOCC(COCCOCCOCCOCCOCCOCCOc3ccc(/C=C/c4ccc(NC)cc4)cn3)OCCF)nc2)cc1,,,CHEMBL2040779,J Med Chem,2011,"{'bei': '7.77', 'le': None, 'lle': None, 'sei': None}",CHEMBL2042245,,CHEMBL2042245,8.41,0,http://www.openphacts.org/units/Nanomolar,1649867,=,1,1,=,,Ki,nM,,3.86,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,3.86
,,10988831,[],CHEMBL2073280,Binding affinity to amyloid beta(1 to 42) aggregates after 30 mins by Thioflavin-S-based fluorescence assay,B,,,BAO_0000192,BAO_0000019,assay format,CNc1ccc(C=C2C(=O)Nc3ccc(I)cc32)cc1,,,CHEMBL2069290,Bioorg Med Chem Lett,2012,"{'bei': '14.08', 'le': '0.36', 'lle': '1.47', 'sei': '12.88'}",CHEMBL2069430,,CHEMBL2069430,5.30,0,http://www.openphacts.org/units/Nanomolar,1661161,=,1,1,=,,Ki,nM,,5057.0,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,5057.0
,,10988832,[],CHEMBL2073280,Binding affinity to amyloid beta(1 to 42) aggregates after 30 mins by Thioflavin-S-based fluorescence assay,B,,,BAO_0000192,BAO_0000019,assay format,CN(C)c1ccc(C=C2C(=O)Nc3ccc(I)cc32)cc1,,,CHEMBL2069290,Bioorg Med Chem Lett,2012,"{'bei': '13.66', 'le': '0.35', 'lle': '1.48', 'sei': '16.48'}",CHEMBL2069431,,CHEMBL2069431,5.33,0,http://www.openphacts.org/units/Nanomolar,1661162,=,1,1,=,,Ki,nM,,4672.0,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,4672.0
,,10988833,[],CHEMBL2073280,Binding affinity to amyloid beta(1 to 42) aggregates after 30 mins by Thioflavin-S-based fluorescence assay,B,,,BAO_0000192,BAO_0000019,assay format,CNc1ccc(/C=C2\Nc3ccc(I)cc3C2=O)cc1,,,CHEMBL2069290,Bioorg Med Chem Lett,2012,"{'bei': '18.44', 'le': '0.47', 'lle': '2.96', 'sei': '16.86'}",CHEMBL2069432,,CHEMBL2069432,6.94,0,http://www.openphacts.org/units/Nanomolar,1661163,=,1,1,=,,Ki,nM,,116.0,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,116.0
,,10988834,[],CHEMBL2073280,Binding affinity to amyloid beta(1 to 42) aggregates after 30 mins by Thioflavin-S-based fluorescence assay,B,,,BAO_0000192,BAO_0000019,assay format,CN(C)c1ccc(/C=C2\Nc3ccc(I)cc3C2=O)cc1,,,CHEMBL2069290,Bioorg Med Chem Lett,2012,"{'bei': '19.24', 'le': '0.49', 'lle': '3.50', 'sei': '23.22'}",CHEMBL2069433,,CHEMBL2069433,7.51,0,http://www.openphacts.org/units/Nanomolar,1661164,=,1,1,=,,Ki,nM,,31.0,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,31.0
,,12579441,[],CHEMBL3070212,Displacement of [3H]IMPY from beta amyloid (unknown origin) isolated from alzheimer's patient brain homogenates after 2 hr by gamma counting analysis,B,,,BAO_0000192,BAO_0000221,tissue-based format,COc1ccc2nc(/N=C/c3ccc(O)cc3)sc2c1,,,CHEMBL3045886,Med Chem Res,2013,"{'bei': '26.23', 'le': '0.51', 'lle': '3.70', 'sei': '13.63'}",CHEMBL2296463,,CHEMBL2296463,7.46,0,http://www.openphacts.org/units/Nanomolar,1836511,=,1,1,=,,Ki,nM,,34.72,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,34.72
,,12579442,[],CHEMBL3070212,Displacement of [3H]IMPY from beta amyloid (unknown origin) isolated from alzheimer's patient brain homogenates after 2 hr by gamma counting analysis,B,,,BAO_0000192,BAO_0000221,tissue-based format,COc1ccc2nc(/N=C/c3ccc(I)cc3)sc2c1,,,CHEMBL3045886,Med Chem Res,2013,"{'bei': '17.73', 'le': '0.48', 'lle': '2.33', 'sei': '20.27'}",CHEMBL2296462,,CHEMBL2296462,6.99,0,http://www.openphacts.org/units/Nanomolar,1836510,=,1,1,=,,Ki,nM,,102.74,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,102.74
,,12579443,[],CHEMBL3070212,Displacement of [3H]IMPY from beta amyloid (unknown origin) isolated from alzheimer's patient brain homogenates after 2 hr by gamma counting analysis,B,,,BAO_0000192,BAO_0000221,tissue-based format,COc1ccc2nc(/N=C/c3ccc(Br)cc3)sc2c1,,,CHEMBL3045886,Med Chem Res,2013,"{'bei': '20.08', 'le': '0.48', 'lle': '2.15', 'sei': '20.22'}",CHEMBL2296464,,CHEMBL2296464,6.97,0,http://www.openphacts.org/units/Nanomolar,1836512,=,1,1,=,,Ki,nM,,106.46,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,106.46
,,12579444,[],CHEMBL3070212,Displacement of [3H]IMPY from beta amyloid (unknown origin) isolated from alzheimer's patient brain homogenates after 2 hr by gamma counting analysis,B,,,BAO_0000192,BAO_0000221,tissue-based format,COc1ccc(/C=N/c2nc3ccc(OC)cc3s2)cc1,,,CHEMBL3045886,Med Chem Res,2013,"{'bei': '26.70', 'le': '0.52', 'lle': '3.91', 'sei': '18.22'}",CHEMBL2296466,,CHEMBL2296466,7.97,0,http://www.openphacts.org/units/Nanomolar,1836514,=,1,1,=,,Ki,nM,,10.82,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,10.82
,,12579445,[],CHEMBL3070212,Displacement of [3H]IMPY from beta amyloid (unknown origin) isolated from alzheimer's patient brain homogenates after 2 hr by gamma counting analysis,B,,,BAO_0000192,BAO_0000221,tissue-based format,COc1ccc2nc(/N=C/c3ccc([N+](=O)[O-])cc3)sc2c1,,,CHEMBL3045886,Med Chem Res,2013,"{'bei': '20.07', 'le': '0.39', 'lle': '2.33', 'sei': '8.10'}",CHEMBL2296465,,CHEMBL2296465,6.29,0,http://www.openphacts.org/units/Nanomolar,1836513,=,1,1,=,,Ki,nM,,514.65,CHEMBL2487,Homo sapiens,Beta amyloid A4 protein,9606,,,Ki,nM,UO_0000065,,514.65
